City;PLZ;State
Augsburg;86167;Bayern
Untersiemau;96253;Bayern
Möhrendorf/Mark;91096;Bayern
Fürth;90763;Bayern
Nürnberg;90449;Bayern
Amorbach;63916;Bayern
Aschaffenburg;63743;Bayern
Klingenberg a. Main;63911;Bayern
Frammersbach;97833;Bayern
Urspringen;97857;Bayern
Zellingen;97225;Bayern
Kirchheim;97268;Bayern
Würzburg;97082;Bayern
Wasserlosen;97535;Bayern
Kötz;89359;Bayern
Mindelheim;87719;Bayern
Burghaslach;96152;Bayern
Maihingen;86747;Bayern
Hasloch;97907;Bayern
Pfeffenhausen;84076;Bayern
Wolfsegg;93195;Bayern
Parkstein;92711;Bayern
Lappersdorf;93138;Bayern
Sankt Wolfgang;84427;Bayern
Falkenberg;95685;Bayern
Bernau a. Chiemsee;83233;Bayern
Weng;84187;Bayern
Bodenkirchen;84155;Bayern
Seeon-Seebruck;83370;Bayern
Übersee;83236;Bayern
Oberneukirchen;84565;Bayern
Straubing;94315;Bayern
Altötting;84503;Bayern
Aholming;94527;Bayern
Arrach;93474;Bayern
Schaufling;94571;Bayern
Bodenmais;94249;Bayern
Grattersdorf;94541;Bayern
Kirchzell;63931;Bayern
Laudenbach;63925;Bayern
Haibach;63808;Bayern
Röllbach;63934;Bayern
Greifenberg;86926;Bayern
Huglfing;82386;Bayern
Adelschlag;85111;Bayern
Gachenbach;86565;Bayern
Starnberg;82319;Bayern
Neunkirchen am Sand;91233;Bayern
Schäftlarn;82067;Bayern
München;80638;Bayern
Kranzberg;85402;Bayern
München;81545;Bayern
München;80799;Bayern
München;80801;Bayern
Aiglsbach;84089;Bayern
Kirchheim b. München;85551;Bayern
Konradsreuth;95176;Bayern
Hauzenberg;94051;Bayern
Hinterschmiding;94146;Bayern
Jandelsbrunn;94118;Bayern
Karsbach;97783;Bayern
Reichenberg, Guttenberger Wald;97234;Bayern
Lindenberg im Allgäu;88161;Bayern
Fuchsstadt;97727;Bayern
Würzburg;97074;Bayern
Senden;89250;Bayern
Kitzingen;97318;Bayern
Bad Neustadt an der Saale;97616;Bayern
Bibertal;89346;Bayern
Schweinfurt;97422;Bayern
Gallmersgarten;91605;Bayern
Ellzee;89352;Bayern
Bachhagel;89429;Bayern
Bächingen a.d. Brenz;89431;Bayern
Betzigau;87488;Bayern
Obergünzburg;87634;Bayern
Dentlein a. Forst;91599;Bayern
Weiltingen;91744;Bayern
Aislingen;89344;Bayern
Bundorf;97494;Bayern
Landensberg;89361;Bayern
Mittelneufnach;86868;Bayern
Rieden;87668;Bayern
Emersacker;86494;Bayern
Stötten am Auerberg;87675;Bayern
Lonnerstadt;91475;Bayern
Haundorf;91729;Bayern
Dittenheim;91723;Bayern
Waal;86875;Bayern
Weisendorf;91085;Bayern
Untermeitingen;86836;Bayern
Kemmern;96164;Bayern
Ellgau;86679;Bayern
Augsburg;86152;Bayern
Memmelsdorf;96117;Bayern
Fürth;90766;Bayern
Dasing;86453;Bayern
Forchheim;91301;Bayern
Wasserburg (Bodensee);88142;Bayern
Fischbachau;83730;Bayern
Frauenneuharting;83553;Bayern
Schmidgaden;92546;Bayern
Schwarzhofen;92447;Bayern
Heldenstein;84431;Bayern
Aschau a. Inn;84544;Bayern
Vilshofen an der Donau;94474;Bayern
Würzburg;97084;Bayern
Bischofsheim a.d. Rhön;97653;Bayern
Ostheim v.d. Rhön;97645;Bayern
Prosselsheim;97279;Bayern
Osterberg;89296;Bayern
Schillingsfürst;91583;Bayern
Mainbernheim;97350;Bayern
Roggenburg;89297;Bayern
Aletshausen;86480;Bayern
Durach;87471;Bayern
Riedbach;97519;Bayern
Jettingen-Scheppach;89343;Bayern
Wittelshofen;91749;Bayern
Ipsheim;91472;Bayern
Hohenaltheim;86745;Bayern
Stammham;85134;Bayern
Pegnitz;91257;Bayern
Heinersreuth;95500;Bayern
Fahrenzhausen;85777;Bayern
Geroldsgrün;95179;Bayern
München;81675;Bayern
Pförring;85104;Bayern
München;81825;Bayern
Zell;95239;Bayern
Kleinkahl;63828;Bayern
Eichenbühl;63928;Bayern
Altenbuch;97901;Bayern
Rückholz;87494;Bayern
Ruderatshofen;87674;Bayern
Munningen;86754;Bayern
Dietenhofen;90599;Bayern
Petersaurach;91580;Bayern
Donauwörth;86609;Bayern
Wilhermsdorf;91452;Bayern
Adelsried;86477;Bayern
Welden;86465;Bayern
Theilenhofen;91741;Bayern
Absberg;91720;Bayern
Weitramsdorf;96479;Bayern
Langenaltheim;91799;Bayern
Ahorn;96482;Bayern
Breitengüßbach;96149;Bayern
Großheirath;96269;Bayern
Schwabach;91126;Bayern
Apfeldorf;86974;Bayern
Strullendorf;96129;Bayern
Nürnberg;90453;Bayern
Bubenreuth;91088;Bayern
Nürnberg;90402;Bayern
Hilpoltstein;91161;Bayern
Eichstätt;85072;Bayern
Hochstadt a. Main;96272;Bayern
Schneckenlohe;96277;Bayern
Weißenohe;91367;Bayern
Habach;82392;Bayern
Esselbach;97839;Bayern
Kreuzwertheim;97892;Bayern
Berlin Charlottenburg;10627;Berlin
Berlin Märkisches Viertel;13439;Berlin
Berlin Rosenthal;13158;Berlin
Berlin Pankow;13189;Berlin
Berlin Britz;12347;Berlin
Berlin Köpenick;12559;Berlin
Berlin Wannsee;14109;Berlin
Berlin Westend;14053;Berlin
Berlin-Lichterfelde;12209;Berlin
Berlin Wedding;13351;Berlin
Berlin Altglienicke;12524;Berlin
Berlin Tegel;13503;Berlin
Berlin Moabit;10559;Berlin
Berlin Mitte;10179;Berlin
Berlin;12487;Berlin
Berlin Nikolassee;14129;Berlin
Berlin Wedding;13353;Berlin
Berlin Tiergarten;10787;Berlin
Berlin Moabit;10557;Berlin
Berlin Tempelhof;12101;Berlin
Berlin Prenzlauer Berg;10437;Berlin
Berlin Prenzlauer Berg;10405;Berlin
Berlin;12305;Berlin
Berlin Buckow;12351;Berlin
Berlin Friedrichshain;10247;Berlin
Berlin Schmöckwitz;12527;Berlin
Berlin Hakenfelde;13587;Berlin
Berlin Lichtenberg;10367;Berlin
Berlin Gatow;14089;Berlin
Berlin Steglitz;12165;Berlin
Berlin Schöneberg;10789;Berlin
Berlin Wedding;13349;Berlin
Berlin;10825;Berlin
Berlin Schöneberg;10781;Berlin
Berlin Französisch Buchholz;13127;Berlin
Berlin Charlottenburg;14057;Berlin
Berlin Steglitz;12169;Berlin
Berlin Friedenau;12159;Berlin
Berlin Wedding;13347;Berlin
Berlin;12277;Berlin
Berlin Mitte;10115;Berlin
Berlin Kreuzberg;10963;Berlin
Berlin Buckow;12349;Berlin
Berlin Kreuzberg;10997;Berlin
Berlin Prenzlauer Berg;10409;Berlin
Berlin Gropiusstadt;12353;Berlin
Berlin Alt Treptow;12435;Berlin
Berlin;10319;Berlin
Berlin Biesdorf;12683;Berlin
Berlin Lichtenfelde;12203;Berlin
Berlin Steglitz;12167;Berlin
Berlin Wilhelmsdorf;10715;Berlin
Berlin;10827;Berlin
Berlin Wartenberg;13059;Berlin
Berlin Falkenberg;13057;Berlin
Berlin Köpenick;12559;Berlin
Berlin Charlottenburg;10589;Berlin
Berlin Charlottenburg;10587;Berlin
Berlin Steglitz;12163;Berlin
Berlin Moabit;10551;Berlin
Berlin Mariendorf;12107;Berlin
Berlin Kreuzberg;10965;Berlin
Berlin Gesundbrunnen;13357;Berlin
Berlin Friedrichshain;10243;Berlin
Berlin Neukölln;12043;Berlin
Berlin Niederschöneweide;12439;Berlin
Berlin;12679;Berlin
Berlin Spandau;13585;Berlin
Berlin Haselhorst;13599;Berlin
Berlin Lübars;13469;Berlin
Berlin Wilmersdorf;10707;Berlin
Berlin;12307;Berlin
Berlin Niederschönhausen;13156;Berlin
Berlin Rudow;12355;Berlin
Berlin Mahlsdorf;12623;Berlin
Berlin Wilmersdorf;10713;Berlin
Berlin Charlottenburg;10625;Berlin
Berlin Lankwitz;12247;Berlin
Berlin Westend;14052;Berlin
Berlin Wedding;13405;Berlin
Berlin Reinickendorf;13403;Berlin
Berlin Wilmersdorf;10719;Berlin
Berlin Moabit;10555;Berlin
Berlin Lankwitz;12249;Berlin
Berlin Schöneberg;10829;Berlin
Berlin;12309;Berlin
Berlin Bohnsdorf;12526;Berlin
Berlin Halensee;10711;Berlin
Berlin-West;13409;Berlin
Berlin Weißensee;13086;Berlin
Berlin Britz;12359;Berlin
Berlin;12687;Berlin
Berlin;12685;Berlin
Berlin Westend;14055;Berlin
Berlin Wilmersdorf;10777;Berlin
Berlin-West;13407;Berlin
Berlin Blankenfelde;13159;Berlin
Berlin Prenzlauer Berg;10435;Berlin
Berlin Wilhelmstadt;13593;Berlin
Berlin Falkenhagener Feld;13589;Berlin
Berlin Westend;14050;Berlin
Berlin Reinickendorf;13509;Berlin
Berlin Lichtenfelde;12207;Berlin
Berlin-West;10823;Berlin
Berlin Mitte;10178;Berlin
Berlin Neukölln;12059;Berlin
Berlin Spandau;13597;Berlin
Berlin Zehlendorf;14165;Berlin
Berlin Tegel;13507;Berlin
Berlin Kreuzberg;10961;Berlin
Berlin;12305;Berlin
Berlin Pankow;13187;Berlin
Berlin Friedrichshain;10249;Berlin
Berlin Oberschöneweide;12459;Berlin
Berlin Spandau;13581;Berlin
Berlin Charlottenburg;10585;Berlin
Berlin Schöneberg;10783;Berlin
Berlin Kreuzberg;10969;Berlin
Berlin Mitte;10119;Berlin
Berlin;12619;Berlin
Berlin Schmargendorf;14199;Berlin
Berlin Reinickendorf;13437;Berlin
Berlin Mariendorf;12109;Berlin
Berlin Prenzlauer Berg;10407;Berlin
Berlin Alt-Hohenschönhausen;13055;Berlin
Berlin Friedrichsfelde;10315;Berlin
Berlin;12629;Berlin
Berlin Dahlem;14195;Berlin
Berlin Zehlendorf;14167;Berlin
Berlin Charlottenburg;14059;Berlin
Berlin Hermsdorf;13467;Berlin
Berlin Moabit;10553;Berlin
Berlin Charlottenburg;10623;Berlin
Berlin Neukölln;12053;Berlin
Berlin Neukölln;12059;Berlin
Berlin Lichtenberg;10369;Berlin
Berlin Köpenik;12555;Berlin
Berlin Staaken;13591;Berlin
Berlin Siemensstadt;13629;Berlin
Berlin Wilmersdorf;10709;Berlin
Berlin Charlottenburg;10629;Berlin
Berlin Märkisches Viertel;13435;Berlin
Berlin Kreuzberg;10999;Berlin
Berlin Friedrichshain;10245;Berlin
Berlin Karlshorst;10318;Berlin
Berlin Frohnau;13465;Berlin
Berlin Wilmersdorf;10717;Berlin
Berlin Schöneberg;10779;Berlin
Berlin Neukölln;12051;Berlin
Berlin Weißensee;13088;Berlin
Berlin Teltowkanal III;12489;Berlin
Berlin;12685;Berlin
Berlin;12679;Berlin
Berlin Hellersdorf;12627;Berlin
Berlin Zehlendorf;14163;Berlin
Berlin Zehlendorf;14169;Berlin
Berlin Mariendorf;12105;Berlin
Berlin Gesundbrunnen;13359;Berlin
Berlin Tempelhof;12099;Berlin
Berlin Prenzlauer Berg;10439;Berlin
Berlin Neukölln;12049;Berlin
Berlin Neukölln;12045;Berlin
Berlin Neukölln;12057;Berlin
Berlin Buch;13125;Berlin
Berlin;12557;Berlin
Berlin Mahlsdorf;12623;Berlin
Berlin Spandau;13583;Berlin
Berlin Friedenau;12161;Berlin
Berlin Wedding;13355;Berlin
Berlin Heinelsdorf;13089;Berlin
Berlin Rummelsburg;10317;Berlin
Berlin Wlhelmstadt;13595;Berlin
Berlin Tegel;13505;Berlin
Berlin Kreuzberg;12047;Berlin
Berlin Blankenburg;13129;Berlin
Berlin Alt-Hohenschönhausen;13053;Berlin
Berlin;12681;Berlin
Berlin Kaulsdorf;12621;Berlin
Berlin Charlottenburg-Nord;13627;Berlin
Berlin Lichtenfelde;12205;Berlin
Berlin Wilmersdorf;14197;Berlin
Berlin Tiergarten;10785;Berlin
Berlin Kreuzberg;10967;Berlin
Berlin Neukölln;12055;Berlin
Berlin Lichtenberg;10365;Berlin
Berlin Neu-Schönhausen;13051;Berlin
Berlin Grunewald;14193;Berlin
Berlin Charlottenburg;10623;Berlin
Berlin Schöneberg;12157;Berlin
Berlin Mitte;10117;Berlin
Berlin Baumschulenweg;12437;Berlin
Berlin Wiesengrund;12587;Berlin
Berlin Rahnsdorf;12589;Berlin
Berlin;12279;Berlin
Berlin Tempelhof;12103;Berlin
Berlin Mariendorf;12107;Berlin
Berlin Rudow;12357;Berlin
Berlin;12689;Berlin
Plattenburg;19339;Brandenburg
Wusterhausen;16868;Brandenburg
Brück, Borkheide u.a.;14822;Brandenburg
Königs Wusterhausen;15712;Brandenburg
Erkner;15537;Brandenburg
Großräschen;1983;Brandenburg
Schwedt;16303;Brandenburg
Biesendahlshof, Berkholz-Meyenburg;16306;Brandenburg
Müllrose;15299;Brandenburg
Premnitz;14727;Brandenburg
Seddiner See;14554;Brandenburg
Großbeeren;14979;Brandenburg
Wittenberge, Rühstädt;19322;Brandenburg
Woltersdorf;15569;Brandenburg
Rüdersdorf;15378;Brandenburg
Bad Saarow-Pieskow;15526;Brandenburg
Cottbus;3054;Brandenburg
Werder/ Havel;14542;Brandenburg
Kremmen;16766;Brandenburg
Potsdam;14476;Brandenburg
Falkenberg/ Elster;4895;Brandenburg
Mittenwalde;15749;Brandenburg
Halbe;15757;Brandenburg
Calau, Bronkow;3205;Brandenburg
Oberbarnim, Märkische Höhe u.a.;15377;Brandenburg
Beetzsee, Wollin, Wenzlow, Golzow u.a.;14778;Brandenburg
Potsdam;14478;Brandenburg
Kleinmachnow;14532;Brandenburg
Hohen Neuendorf;16540;Brandenburg
Dahme u.a.;15936;Brandenburg
Baruth;15837;Brandenburg
Doberlug-Kirchhain;3253;Brandenburg
Schulzendorf b. Eichenwade;15732;Brandenburg
Senftenberg;1968;Brandenburg
Fürstenwalde/ Spree;15517;Brandenburg
Müncheberg;15374;Brandenburg
Frankfurt/ Oder;15230;Brandenburg
Gumtow, Kyritz u.a.;16866;Brandenburg
Fehrbellin;16833;Brandenburg
Neuruppin;16827;Brandenburg
Potsdam;14469;Brandenburg
Hennigsdorf;16761;Brandenburg
Lübbenau/ Spreewald;3222;Brandenburg
Zeschdorf, Podelzig, Lebus;15326;Brandenburg
Briesen, Rauen u.a.;15518;Brandenburg
Milower Land, Schollene, Nennhausen u.a.;14715;Brandenburg
Blankenfelde-Mahlow;15831;Brandenburg
Wandlitz;16348;Brandenburg
Crinitz;3246;Brandenburg
Schwarzheide N.L.;1987;Brandenburg
Altdöbern, Luckaitztal;3229;Brandenburg
Drebkau;3116;Brandenburg
Cottbus;3051;Brandenburg
Neuzelle;15898;Brandenburg
Döbern;3159;Brandenburg
Brandenburg/ Havel;14772;Brandenburg
Nauen;14641;Brandenburg
Fehrbellin, Temnitzquell, Märkisch Linden u.a.;16818;Brandenburg
Lindow u.a.;16835;Brandenburg
Oranienburg, Mühlenbecker Land;16515;Brandenburg
Birkenwerder;16547;Brandenburg
Glienicke/Nordbahn;16548;Brandenburg
Melchow, Chorin u.a.;16230;Brandenburg
Angermünde;16278;Brandenburg
Neu-Seeland, Neupetershain;3103;Brandenburg
Letschin;15324;Brandenburg
Neustadt (Dosse) u.a.;16845;Brandenburg
Nuthetal;14558;Brandenburg
Herzberg/ Elster;4916;Brandenburg
Borgsdorf;16556;Brandenburg
Liebenwalde;16559;Brandenburg
Hohen Neuendorf OT Bergfelde;16562;Brandenburg
Mühlenbecker Land;16567;Brandenburg
Plessa, Schraden;4928;Brandenburg
Strausberg;15344;Brandenburg
Straupitz;15913;Brandenburg
Kolkwitz;3099;Brandenburg
Cottbus;3055;Brandenburg
Meyenburg, Kümmernitztal u.a.;16945;Brandenburg
Potsdam;14476;Brandenburg
Schlieben;4936;Brandenburg
Schorfheide;16244;Brandenburg
Wittenberge, Rühstädt;19322;Brandenburg
Legde/Quitzöbel, Bad Wilsnack;19336;Brandenburg
Wriezen;16269;Brandenburg
Briesen, Rauen u.a.;15518;Brandenburg
Neutrebbin, Neuhardenberg;15320;Brandenburg
Guben, Schenkendöbern;3172;Brandenburg
Lauchhammer;1979;Brandenburg
Elsterwerda;4910;Brandenburg
Zeuthen;15738;Brandenburg
Groß Köris;15746;Brandenburg
Fredersdorf-Vogelsdorf, Petershagen;15370;Brandenburg
Rüdersdorf;15562;Brandenburg
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg
Görzke;14828;Brandenburg
Ziesar;14793;Brandenburg
Rheinsberg;16837;Brandenburg
Potsdam;14480;Brandenburg
Lychen;17279;Brandenburg
Schildow;16552;Brandenburg
Neustadt (Dosse) u.a.;16845;Brandenburg
Belzig;14806;Brandenburg
Brandenburg/ Havel;14770;Brandenburg
Groß Kreutz;14550;Brandenburg
Michendorf;14552;Brandenburg
Bad Liebenwerda;4924;Brandenburg
Am Mellensee;15838;Brandenburg
Joachimsthal u.a.;16247;Brandenburg
Schönwalde;15910;Brandenburg
Lübben (Spreewald);15907;Brandenburg
Beeskow;15848;Brandenburg
Gumtow, Kyritz u.a.;16866;Brandenburg
Rhinow;14728;Brandenburg
Lehnin;14797;Brandenburg
Potsdam;14482;Brandenburg
Biesendahlshof, Berkholz-Meyenburg;16306;Brandenburg
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg
Forst/ Lausitz;3149;Brandenburg
Finsterwalde;3238;Brandenburg
Ruhland;1945;Brandenburg
Trebbin;14959;Brandenburg
Luckau, Waldrehna, Heideblick, Fürstlich Drehna;15926;Brandenburg
Biesenthal;16359;Brandenburg
Eisenhüttenstadt;15890;Brandenburg
Leegebruch;16767;Brandenburg
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg
Uckerland, Groß Luckow, Schönhausen;17337;Brandenburg
Lichtenow, Altlandsberg u.a.;15345;Brandenburg
Cottbus;3048;Brandenburg
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg
Cottbus;3052;Brandenburg
Triglitz, Putlitz;16949;Brandenburg
Ketzin;14669;Brandenburg
Gransee, Löwenberg;16775;Brandenburg
Potsdam;14467;Brandenburg
Niemegk;14823;Brandenburg
Neuruppin;16816;Brandenburg
Rheinsberg;16831;Brandenburg
Falkensee;14612;Brandenburg
Golßen;15938;Brandenburg
Schönefeld;12529;Brandenburg
Werneuchen;16356;Brandenburg
Wildau;15745;Brandenburg
Eberswalde;16225;Brandenburg
Spreenhagen;15528;Brandenburg
Seelow, Lietzen u.a.;15306;Brandenburg
Brieskow-Finkenheerd;15295;Brandenburg
Schönwalde;14621;Brandenburg
Potsdam;14471;Brandenburg
Perleberg, Berge u.a.;19348;Brandenburg
Prenzlau, Nordwestuckermark u.a.;17291;Brandenburg
Königs Wusterhausen;15711;Brandenburg
Wendisch Rietz;15864;Brandenburg
Brüssow;17326;Brandenburg
Neuhausen/Spree;3058;Brandenburg
Golzow, Zechin u.a.;15328;Brandenburg
Wusterwitz, Rosenau, Bensdorf;14789;Brandenburg
Havelsee;14798;Brandenburg
Potsdam;14473;Brandenburg
Panketal;16341;Brandenburg
Bad Freienwalde u.a.;16259;Brandenburg
Rathenow;14712;Brandenburg
Wittstock/Dosse, Heiligengrabe;16909;Brandenburg
Brandenburg/ Havel;14774;Brandenburg
Treuenbrietzen;14929;Brandenburg
Röderland, Großthiemig u.a.;4932;Brandenburg
Bernau;16321;Brandenburg
Teupitz;15755;Brandenburg
Bestensee;15741;Brandenburg
Lenzen;19309;Brandenburg
Ludwigsfelde;14974;Brandenburg
Märkisch Buchholz;15748;Brandenburg
Luckenwalde;14943;Brandenburg
Lichtenow, Altlandsberg u.a.;15345;Brandenburg
Melchow, Chorin u.a.;16230;Brandenburg
Schipkau;1993;Brandenburg
Burg/Spreewald u.a.;3096;Brandenburg
Welzow;3119;Brandenburg
Gartz (Oder);16307;Brandenburg
Cottbus;3050;Brandenburg
Neustadt (Dosse) u.a.;16845;Brandenburg
Dallgow-Döberitz;14624;Brandenburg
Teltow;14513;Brandenburg
Blankenfelde-Mahlow;15831;Brandenburg
Senftenberg;1996;Brandenburg
Cottbus;3044;Brandenburg
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg
Jänschwalde;3197;Brandenburg
Frankfurt/ Oder;15232;Brandenburg
Fehrbellin, Temnitzquell, Märkisch Linden u.a.;16818;Brandenburg
Nuthe-Urstromtal;14947;Brandenburg
Cottbus;3046;Brandenburg
Cottbus;3053;Brandenburg
Wiesenburg;14827;Brandenburg
Fehrbellin, Temnitzquell, Märkisch Linden u.a.;16818;Brandenburg
Jüterbog;14913;Brandenburg
Zehdenick;16792;Brandenburg
Karstädt, Dambeck, Klüß;19357;Brandenburg
Schöneiche bei Berlin;15566;Brandenburg
Storkow;15859;Brandenburg
Oderberg u.a.;16248;Brandenburg
Schipkau;1994;Brandenburg
Frankfurt/ Oder;15234;Brandenburg
Beetzsee, Wollin, Wenzlow, Golzow u.a.;14778;Brandenburg
Beelitz;14547;Brandenburg
Nuthetal;14558;Brandenburg
Uebigau-Wahrenbrück;4938;Brandenburg
Pritzwalk, Groß Pankow;16928;Brandenburg
Vetschau;3226;Brandenburg
Friesack;14662;Brandenburg
Fürstenberg;16798;Brandenburg
Uckerland, Groß Luckow, Schönhausen;17337;Brandenburg
Heidesee;15754;Brandenburg
Eberswalde;16227;Brandenburg
Briesen, Rauen u.a.;15518;Brandenburg
Peitz;3185;Brandenburg
Brieselang;14656;Brandenburg
Velten, Oberkrämer;16727;Brandenburg
Mühlberg, Bad Liebenwerda;4931;Brandenburg
Zossen;15806;Brandenburg
Templin, Boitzenburg u.a.;17268;Brandenburg
Blankenfelde-Mahlow;15827;Brandenburg
Sonnewalde;3249;Brandenburg
Ortrand;1990;Brandenburg
Cottbus;3042;Brandenburg
Neustadt (Dosse) u.a.;16845;Brandenburg
Brandenburg/Havel;14776;Brandenburg
Schwielowswee;14548;Brandenburg
Rangsdorf;15834;Brandenburg
Perleberg, Berge u.a.;19348;Brandenburg
Hohenleipisch;4934;Brandenburg
Neuenhagen, Hoppegarten;15366;Brandenburg
Königs Wusterhausen;15713;Brandenburg
Schipkau;1998;Brandenburg
Lieberose;15868;Brandenburg
Spremberg, Tschernitz u.a.;3130;Brandenburg
Bremerhaven;27580;Bremen
Bremen;28199;Bremen
Bremen;28759;Bremen
Bremen;28327;Bremen
Bremerhaven, Bremen;27568;Bremen
Bremerhaven, Bremen;27568;Bremen
Bremen;28755;Bremen
Bremen;28211;Bremen
Bremen;28717;Bremen
Bremen;28329;Bremen
Bremen;28213;Bremen
Bremerhaven;27576;Bremen
Bremen;28217;Bremen
Bremen;28207;Bremen
Bremen;28201;Bremen
Bremen;28307;Bremen
Bremen;28777;Bremen
Bremen;28237;Bremen
Bremen;28309;Bremen
Bremen;28719;Bremen
Bremen;28325;Bremen
Bremen;28757;Bremen
Bremen;28203;Bremen
Bremen;28197;Bremen
Bremen;28259;Bremen
Bremerhaven;27572;Bremen
Bremen;28209;Bremen
Bremerhaven;27574;Bremen
Bremen;28279;Bremen
Bremen;28359;Bremen
Bremen;28277;Bremen
Bremen;28205;Bremen
Bremen;28355;Bremen
Bremen;28239;Bremen
Bremerhaven;27570;Bremen
Bremen;28329;Bremen
Bremen;28779;Bremen
Bremerhaven;27578;Bremen
Bremerhaven;27578;Bremen
Bremen;28219;Bremen
Bremen;28755;Bremen
Bremen;28357;Bremen
Bremen;28195;Bremen
Bremen;28215;Bremen
Hamburg;22609;Hamburg
Hamburg;20354;Hamburg
Hamburg;22089;Hamburg
Hamburg;22043;Hamburg
Hamburg;22119;Hamburg
Hamburg;22765;Hamburg
Hamburg;21109;Hamburg
Hamburg;22179;Hamburg
Hamburg;22397;Hamburg
Hamburg;22457;Hamburg
Hamburg;20255;Hamburg
Hamburg;20357;Hamburg
Hamburg;20149;Hamburg
Hamburg;21037;Hamburg
Hamburg;21029;Hamburg
Neuwerk;27499;Hamburg
Hamburg;22609;Hamburg
Hamburg;22769;Hamburg
Hamburg;22117;Hamburg
Hamburg;20097;Hamburg
Hamburg, Oststeinbek;22113;Hamburg
Hamburg;21035;Hamburg
Hamburg;21147;Hamburg
Hamburg;22547;Hamburg
Hamburg;21073;Hamburg
Hamburg;22453;Hamburg
Hamburg;22085;Hamburg
Hamburg;22399;Hamburg
Hamburg;21033;Hamburg
Hamburg;22559;Hamburg
Hamburg;22767;Hamburg
Hamburg;22041;Hamburg
Hamburg;20095;Hamburg
Hamburg;22305;Hamburg
Hamburg;22175;Hamburg
Hamburg;22115;Hamburg
Hamburg;22143;Hamburg
Hamburg;22145;Hamburg
Hamburg;21129;Hamburg
Hamburg;22607;Hamburg
Hamburg;22767;Hamburg
Hamburg;20144;Hamburg
Hamburg;22391;Hamburg
Hamburg;21039;Hamburg
Hamburg;22605;Hamburg
Hamburg;22523;Hamburg
Hamburg;22337;Hamburg
Hamburg;22359;Hamburg
Hamburg;20359;Hamburg
Hamburg;22159;Hamburg
Hamburg;20457;Hamburg
Hamburg;21107;Hamburg
Hamburg;20251;Hamburg
Hamburg;20537;Hamburg
Hamburg;22393;Hamburg
Hamburg;20253;Hamburg
Hamburg;21075;Hamburg
Hamburg;22081;Hamburg
Hamburg;22147;Hamburg
Neuwerk;27499;Hamburg
Hamburg;22457;Hamburg
Hamburg;20257;Hamburg
Hamburg;20539;Hamburg
Hamburg;22303;Hamburg
Hamburg;22459;Hamburg
Hamburg;20355;Hamburg
Hamburg;20146;Hamburg
Hamburg;22083;Hamburg
Hamburg;22415;Hamburg
Hamburg;22049;Hamburg
Hamburg;22395;Hamburg
Hamburg;22763;Hamburg
Hamburg;22335;Hamburg
Hamburg;22297;Hamburg
Hamburg;22299;Hamburg
Hamburg;22047;Hamburg
Hamburg;22549;Hamburg
Hamburg;21079;Hamburg
Hamburg;22525;Hamburg
Hamburg;22589;Hamburg
Hamburg;21149;Hamburg
Hamburg;22527;Hamburg
